Geography_ID,City,State,Region,Country,Postal_Code
74,Bac Giang,District #04,East,Vietnam,7208
75,Bac Giang,District #03,East,Vietnam,7311
76,Bac Giang,District #03,East,Vietnam,7440
77,Bac Giang,District #03,East,Vietnam,7442
78,Bac Giang,District #03,East,Vietnam,7450
79,Bac Giang,District #03,East,Vietnam,7461
80,Bac Giang,District #03,East,Vietnam,7481
81,Bac Giang,District #03,East,Vietnam,7495
82,Bac Giang,District #03,East,Vietnam,7653
83,Bac Giang,District #04,East,Vietnam,7716
84,Bac Giang,District #04,East,Vietnam,7730
85,Bac Giang,District #04,East,Vietnam,7735
86,Bac Giang,District #03,East,Vietnam,7826
87,Bac Giang,District #03,East,Vietnam,7848
88,Bac Giang,District #03,East,Vietnam,7857
89,Bac Giang,District #03,East,Vietnam,7860
90,Bac Giang,District #03,East,Vietnam,7877
91,Bac Giang,District #03,East,Vietnam,7961
92,Bac Giang,District #04,East,Vietnam,8004
93,Bac Giang,District #04,East,Vietnam,8022
94,Bac Giang,District #04,East,Vietnam,8041
95,Bac Giang,District #04,East,Vietnam,8057
96,Bac Giang,District #04,East,Vietnam,8072
97,Bac Giang,District #04,East,Vietnam,8083
98,Bac Giang,District #04,East,Vietnam,8092
99,Bac Giang,District #04,East,Vietnam,8098
100,Bac Giang,District #04,East,Vietnam,8101
101,Bac Giang,District #04,East,Vietnam,8102
102,Bac Giang,District #04,East,Vietnam,8104
103,Bac Giang,District #04,East,Vietnam,8230
104,Bac Giang,District #04,East,Vietnam,8248
105,Bac Giang,District #04,East,Vietnam,8315
106,Bac Giang,District #04,East,Vietnam,8322
107,Bac Giang,District #04,East,Vietnam,8501
108,Bac Giang,District #04,East,Vietnam,8505
109,Bac Giang,District #04,East,Vietnam,8625
110,Bac Giang,District #03,East,Vietnam,8825
111,Bac Giang,District #04,East,Vietnam,8840
112,Bac Giang,District #04,East,Vietnam,8882
113,Bac Giang,District #04,East,Vietnam,8933
114,Bac Giang,District #03,East,Vietnam,10007
115,Bac Giang,District #03,East,Vietnam,10009
116,Bac Giang,District #03,East,Vietnam,10017
117,Bac Giang,District #03,East,Vietnam,10023
118,Bac Giang,District #03,East,Vietnam,10024
119,Bac Giang,District #03,East,Vietnam,10025
120,Bac Giang,District #03,East,Vietnam,10026
121,Bac Giang,District #03,East,Vietnam,10028
122,Bac Giang,District #03,East,Vietnam,10104
123,Bac Giang,District #03,East,Vietnam,10165
124,Bac Giang,District #03,East,Vietnam,10167
125,Bac Giang,District #03,East,Vietnam,10281
126,Bac Giang,District #03,East,Vietnam,10282
127,Bac Giang,District #03,East,Vietnam,10302
128,Bac Giang,District #03,East,Vietnam,10460
129,Bac Giang,District #03,East,Vietnam,10533
130,Bac Giang,District #02,East,Vietnam,10537
131,Bac Giang,District #03,East,Vietnam,10538
132,Bac Giang,District #03,East,Vietnam,10580
133,Bac Giang,District #02,East,Vietnam,10597
134,Bac Giang,District #03,East,Vietnam,10601
135,Bac Giang,District #03,East,Vietnam,10605
136,Bac Giang,District #03,East,Vietnam,10920
137,Bac Giang,District #01,East,Vietnam,10924
138,Bac Giang,District #03,East,Vietnam,10925
139,Bac Giang,District #01,East,Vietnam,10940
140,Bac Giang,District #03,East,Vietnam,10962
141,Bac Giang,District #03,East,Vietnam,11050
142,Bac Giang,District #03,East,Vietnam,11224
143,Bac Giang,District #03,East,Vietnam,11228
144,Bac Giang,District #03,East,Vietnam,11229
145,Bac Giang,District #03,East,Vietnam,11230
146,Bac Giang,District #03,East,Vietnam,11247
147,Bac Giang,District #03,East,Vietnam,11426
148,Bac Giang,District #03,East,Vietnam,11429
149,Bac Giang,District #03,East,Vietnam,11520
150,Bac Giang,District #03,East,Vietnam,11556
151,Bac Giang,District #03,East,Vietnam,11563
152,Bac Giang,District #03,East,Vietnam,11569
153,Bac Giang,District #03,East,Vietnam,11571
154,Bac Giang,District #03,East,Vietnam,11692
155,Bac Giang,District #03,East,Vietnam,11693
156,Bac Giang,District #03,East,Vietnam,11697
157,Bac Giang,District #03,East,Vietnam,11714
158,Bac Giang,District #03,East,Vietnam,11722
159,Bac Giang,District #03,East,Vietnam,11742
160,Bac Giang,District #03,East,Vietnam,11743
161,Bac Giang,District #03,East,Vietnam,11791
162,Bac Giang,District #03,East,Vietnam,11901
163,Bac Giang,District #03,East,Vietnam,11939
164,Bac Giang,District #03,East,Vietnam,11940
165,Bac Giang,District #03,East,Vietnam,11951
166,Bac Giang,District #03,East,Vietnam,11965
167,Bac Giang,District #03,East,Vietnam,11980
168,Bac Giang,District #01,East,Vietnam,12025
169,Bac Giang,District #01,East,Vietnam,12064
170,Bac Giang,District #01,East,Vietnam,12128
171,Bac Giang,District #01,East,Vietnam,12144
172,Bac Giang,District #01,East,Vietnam,12166
173,Bac Giang,District #01,East,Vietnam,12185
174,Bac Giang,District #01,East,Vietnam,12193
175,Bac Giang,District #01,East,Vietnam,12194
176,Bac Giang,District #01,East,Vietnam,12196
177,Bac Giang,District #01,East,Vietnam,12241
178,Bac Giang,District #01,East,Vietnam,12250
179,Bac Giang,District #01,East,Vietnam,12255
180,Bac Giang,District #01,East,Vietnam,12441
181,Bac Giang,District #01,East,Vietnam,12448
182,Bac Giang,District #01,East,Vietnam,12452
183,Bac Giang,District #01,East,Vietnam,12484
184,Bac Giang,District #01,East,Vietnam,12502
185,Bac Giang,District #01,East,Vietnam,12520
186,Bac Giang,District #01,East,Vietnam,12524
187,Bac Giang,District #01,East,Vietnam,12529
188,Bac Giang,District #01,East,Vietnam,12541
189,Bac Giang,District #01,East,Vietnam,12546
190,Bac Giang,District #01,East,Vietnam,12548
191,Bac Giang,District #01,East,Vietnam,12555
192,Bac Giang,District #01,East,Vietnam,12578
193,Bac Giang,District #01,East,Vietnam,12584
194,Bac Giang,District #01,East,Vietnam,12586
195,Bac Giang,District #01,East,Vietnam,12601
196,Bac Giang,District #01,East,Vietnam,12724
197,Bac Giang,District #01,East,Vietnam,12768
198,Bac Giang,District #01,East,Vietnam,12821
199,Bac Giang,District #01,East,Vietnam,12824
200,Bac Giang,District #01,East,Vietnam,12857
201,Bac Giang,District #01,East,Vietnam,12862
202,Bac Giang,District #01,East,Vietnam,12923
203,Bac Giang,District #01,East,Vietnam,12926
204,Bac Giang,District #01,East,Vietnam,12929
205,Bac Giang,District #01,East,Vietnam,12961
206,Bac Giang,District #01,East,Vietnam,12966
207,Bac Giang,District #01,East,Vietnam,12977
208,Bac Giang,District #01,East,Vietnam,12983
209,Bac Giang,District #01,East,Vietnam,13024
210,Bac Giang,District #01,East,Vietnam,13037
211,Bac Giang,District #01,East,Vietnam,13052
212,Bac Giang,District #01,East,Vietnam,13093
213,Bac Giang,District #01,East,Vietnam,13118
214,Bac Giang,District #01,East,Vietnam,13141
215,Bac Giang,District #01,East,Vietnam,13167
216,Bac Giang,District #01,East,Vietnam,13210
217,Bac Giang,District #01,East,Vietnam,13221
218,Bac Giang,District #01,East,Vietnam,13305
219,Bac Giang,District #01,East,Vietnam,13318
220,Bac Giang,District #01,East,Vietnam,13329
221,Bac Giang,District #01,East,Vietnam,13333
222,Bac Giang,District #01,East,Vietnam,13360
223,Bac Giang,District #01,East,Vietnam,13363
224,Bac Giang,District #01,East,Vietnam,13460
225,Bac Giang,District #01,East,Vietnam,13477
226,Bac Giang,District #01,East,Vietnam,13484
227,Bac Giang,District #01,East,Vietnam,13489
228,Bac Giang,District #01,East,Vietnam,13619
229,Bac Giang,District #01,East,Vietnam,13643
230,Bac Giang,District #01,East,Vietnam,13657
231,Bac Giang,District #01,East,Vietnam,13658
232,Bac Giang,District #01,East,Vietnam,13670
233,Bac Giang,District #01,East,Vietnam,13675
234,Bac Giang,District #01,East,Vietnam,13730
235,Bac Giang,District #01,East,Vietnam,13743
236,Bac Giang,District #01,East,Vietnam,13827
237,Bac Giang,District #01,East,Vietnam,13833
238,Bac Giang,District #01,East,Vietnam,13844
239,Bac Giang,District #01,East,Vietnam,13848
240,Bac Giang,District #06,East,Vietnam,14006
241,Bac Giang,District #06,East,Vietnam,14011
242,Bac Giang,District #06,East,Vietnam,14056
243,Bac Giang,District #06,East,Vietnam,14094
244,Bac Giang,District #06,East,Vietnam,14131
245,Bac Giang,District #06,East,Vietnam,14170
246,Bac Giang,District #06,East,Vietnam,14213
247,Bac Giang,District #06,East,Vietnam,14272
248,Bac Giang,District #06,East,Vietnam,14410
249,Bac Giang,District #06,East,Vietnam,14415
250,Bac Giang,District #06,East,Vietnam,14435
251,Bac Giang,District #06,East,Vietnam,14452
252,Bac Giang,District #06,East,Vietnam,14479
253,Bac Giang,District #06,East,Vietnam,14514
254,Bac Giang,District #06,East,Vietnam,14516
255,Bac Giang,District #06,East,Vietnam,14519
256,Bac Giang,District #06,East,Vietnam,14525
257,Bac Giang,District #06,East,Vietnam,14527
258,Bac Giang,District #06,East,Vietnam,14602
259,Bac Giang,District #06,East,Vietnam,14616
260,Bac Giang,District #06,East,Vietnam,14622
261,Bac Giang,District #06,East,Vietnam,14646
262,Bac Giang,District #06,East,Vietnam,14649
263,Bac Giang,District #06,East,Vietnam,14706
264,Bac Giang,District #06,East,Vietnam,14723
265,Bac Giang,District #06,East,Vietnam,14724
266,Bac Giang,District #06,East,Vietnam,14738
267,Bac Giang,District #06,East,Vietnam,14742
268,Bac Giang,District #01,East,Vietnam,14841
269,Bac Giang,District #06,East,Vietnam,14843
270,Bac Giang,District #01,East,Vietnam,14845
271,Bac Giang,District #06,East,Vietnam,14855
272,Bac Giang,District #06,East,Vietnam,14856
273,Bac Giang,District #01,East,Vietnam,14882
274,Bac Giang,District #01,East,Vietnam,14925
275,Bac Giang,District #13,East,Vietnam,15009
276,Bac Giang,District #13,East,Vietnam,15057
277,Bac Giang,District #13,East,Vietnam,15060
278,Bac Giang,District #13,East,Vietnam,15095
279,Bac Giang,District #13,East,Vietnam,15116
280,Bac Giang,District #13,East,Vietnam,15133
281,Bac Giang,District #13,East,Vietnam,15204
282,Bac Giang,District #13,East,Vietnam,15205
283,Bac Giang,District #13,East,Vietnam,15220
284,Bac Giang,District #13,East,Vietnam,15230
285,Bac Giang,District #13,East,Vietnam,15231
286,Bac Giang,District #13,East,Vietnam,15252
287,Bac Giang,District #13,East,Vietnam,15260
288,Bac Giang,District #13,East,Vietnam,15261
289,Bac Giang,District #13,East,Vietnam,15282
290,Bac Giang,District #13,East,Vietnam,15289
291,Bac Giang,District #13,East,Vietnam,15316
292,Bac Giang,District #13,East,Vietnam,15317
293,Bac Giang,District #13,East,Vietnam,15332
294,Bac Giang,District #15,East,Vietnam,15352
295,Bac Giang,District #13,East,Vietnam,15359
296,Bac Giang,District #13,East,Vietnam,15401
297,Bac Giang,District #13,East,Vietnam,15430
298,Bac Giang,District #13,East,Vietnam,15440
299,Bac Giang,District #13,East,Vietnam,15460
300,Bac Giang,District #05,East,Vietnam,15533
301,Bac Giang,District #05,East,Vietnam,15536
302,Bac Giang,District #13,East,Vietnam,15547
303,Bac Giang,District #13,East,Vietnam,15557
304,Bac Giang,District #13,East,Vietnam,15558
305,Bac Giang,District #13,East,Vietnam,15610
306,Bac Giang,District #13,East,Vietnam,15622
307,Bac Giang,District #13,East,Vietnam,15625
308,Bac Giang,District #13,East,Vietnam,15629
309,Bac Giang,District #13,East,Vietnam,15680
310,Bac Giang,District #13,East,Vietnam,15710
311,Bac Giang,District #13,East,Vietnam,15711
312,Bac Giang,District #13,East,Vietnam,15721
313,Bac Giang,District #13,East,Vietnam,15733
314,Bac Giang,District #13,East,Vietnam,15767
315,Bac Giang,District #13,East,Vietnam,15781
316,Bac Giang,District #13,East,Vietnam,15846
317,Bac Giang,District #13,East,Vietnam,15857
318,Bac Giang,District #13,East,Vietnam,15863
319,Bac Giang,District #13,East,Vietnam,15866
320,Bac Giang,District #13,East,Vietnam,15870
321,Bac Giang,District #13,East,Vietnam,15937
322,Bac Giang,District #13,East,Vietnam,15945
323,Bac Giang,District #13,East,Vietnam,15956
324,Bac Giang,District #13,East,Vietnam,16024
325,Bac Giang,District #13,East,Vietnam,16030
326,Bac Giang,District #13,East,Vietnam,16039
327,Bac Giang,District #13,East,Vietnam,16045
328,Bac Giang,District #13,East,Vietnam,16066
329,Bac Giang,District #13,East,Vietnam,16130
330,Bac Giang,District #14,East,Vietnam,16137
331,Bac Giang,District #14,East,Vietnam,16146
332,Bac Giang,District #13,East,Vietnam,16217
333,Bac Giang,District #13,East,Vietnam,16225
334,Bac Giang,District #13,East,Vietnam,16228
335,Bac Giang,District #13,East,Vietnam,16229
336,Bac Giang,District #13,East,Vietnam,16253
337,Bac Giang,District #13,East,Vietnam,16255
338,Bac Giang,District #13,East,Vietnam,16301
339,Bac Giang,District #13,East,Vietnam,16319
340,Bac Giang,District #13,East,Vietnam,16326
341,Bac Giang,District #06,East,Vietnam,16333
342,Bac Giang,District #13,East,Vietnam,16344
343,Bac Giang,District #13,East,Vietnam,16360
344,Bac Giang,District #13,East,Vietnam,16364
345,Bac Giang,District #06,East,Vietnam,16369
346,Bac Giang,District #06,East,Vietnam,16411
347,Bac Giang,District #13,East,Vietnam,16434
348,Bac Giang,District #06,East,Vietnam,16506
349,Bac Giang,District #06,East,Vietnam,16510
350,Bac Giang,District #06,East,Vietnam,16563
351,Bac Giang,District #13,East,Vietnam,16623
352,Bac Giang,District #13,East,Vietnam,16635
353,Bac Giang,District #13,East,Vietnam,16636
354,Bac Giang,District #13,East,Vietnam,16641
355,Bac Giang,District #13,East,Vietnam,16645
356,Bac Giang,District #13,East,Vietnam,16646
357,Bac Giang,District #13,East,Vietnam,16652
358,Bac Giang,District #13,East,Vietnam,16662
359,Bac Giang,District #06,East,Vietnam,16823
360,Bac Giang,District #13,East,Vietnam,16836
361,Bac Giang,District #13,East,Vietnam,16878
362,Bac Giang,District #06,East,Vietnam,16910
363,Bac Giang,District #06,East,Vietnam,16927
364,Bac Giang,District #05,East,Vietnam,17007
365,Bac Giang,District #06,East,Vietnam,17009
366,Bac Giang,District #05,East,Vietnam,17010
367,Bac Giang,District #05,East,Vietnam,17011
368,Bac Giang,District #05,East,Vietnam,17035
369,Bac Giang,District #05,East,Vietnam,17043
370,Bac Giang,District #06,East,Vietnam,17044
371,Bac Giang,District #05,East,Vietnam,17053
372,Bac Giang,District #05,East,Vietnam,17071
373,Bac Giang,District #05,East,Vietnam,17249
374,Bac Giang,District #05,East,Vietnam,17342
375,Bac Giang,District #05,East,Vietnam,17362
376,Bac Giang,District #05,East,Vietnam,17408
377,Bac Giang,District #05,East,Vietnam,17520
378,Bac Giang,District #05,East,Vietnam,17522
379,Bac Giang,District #03,East,Vietnam,17528
380,Bac Giang,District #05,East,Vietnam,17566
381,Bac Giang,District #05,East,Vietnam,17611
382,Bac Giang,District #06,East,Vietnam,17701
383,Bac Giang,District #06,East,Vietnam,17721
384,Bac Giang,District #06,East,Vietnam,17813
385,Bac Giang,District #06,East,Vietnam,17815
386,Bac Giang,District #06,East,Vietnam,17833
387,Bac Giang,District #06,East,Vietnam,17847
388,Bac Giang,District #06,East,Vietnam,17866
389,Bac Giang,District #06,East,Vietnam,17887
390,Bac Giang,District #03,East,Vietnam,17921
391,Bac Giang,District #03,East,Vietnam,17978
392,Bac Giang,District #06,East,Vietnam,17985
393,Bac Giang,District #04,East,Vietnam,18046
394,Bac Giang,District #03,East,Vietnam,18069
395,Bac Giang,District #03,East,Vietnam,18225
396,Bac Giang,District #03,East,Vietnam,18229
397,Bac Giang,District #03,East,Vietnam,18235
398,Bac Giang,District #03,East,Vietnam,18250
399,Bac Giang,District #03,East,Vietnam,18342
400,Bac Giang,District #03,East,Vietnam,18357
401,Bac Giang,District #01,East,Vietnam,18417
402,Bac Giang,District #01,East,Vietnam,18427
403,Bac Giang,District #01,East,Vietnam,18462
404,Bac Giang,District #01,East,Vietnam,18463
405,Bac Giang,District #06,East,Vietnam,18619
406,Bac Giang,District #06,East,Vietnam,18628
407,Bac Giang,District #06,East,Vietnam,18635
408,Bac Giang,District #01,East,Vietnam,18764
409,Bac Giang,District #01,East,Vietnam,18816
410,Bac Giang,District #01,East,Vietnam,18828
411,Bac Giang,District #01,East,Vietnam,18829
412,Bac Giang,District #06,East,Vietnam,18848
413,Bac Giang,District #04,East,Vietnam,18923
414,Bac Giang,District #04,East,Vietnam,18925
415,Bac Giang,District #04,East,Vietnam,18938
416,Bac Giang,District #04,East,Vietnam,18969
417,Bac Giang,District #04,East,Vietnam,19001
418,Bac Giang,District #04,East,Vietnam,19009
419,Bac Giang,District #04,East,Vietnam,19023
420,Bac Giang,District #04,East,Vietnam,19028
421,Bac Giang,District #04,East,Vietnam,19033
422,Bac Giang,District #04,East,Vietnam,19067
423,Bac Giang,District #04,East,Vietnam,19070
424,Bac Giang,District #04,East,Vietnam,19095
425,Bac Giang,District #04,East,Vietnam,19102
426,Bac Giang,District #04,East,Vietnam,19106
427,Bac Giang,District #04,East,Vietnam,19133
428,Bac Giang,District #04,East,Vietnam,19140
429,Bac Giang,District #04,East,Vietnam,19149
430,Bac Giang,District #04,East,Vietnam,19184
431,Bac Giang,District #04,East,Vietnam,19350
432,Bac Giang,District #05,East,Vietnam,19362
433,Bac Giang,District #05,East,Vietnam,19369
434,Bac Giang,District #04,East,Vietnam,19374
435,Bac Giang,District #04,East,Vietnam,19390
436,Bac Giang,District #04,East,Vietnam,19424
437,Bac Giang,District #04,East,Vietnam,19451
438,Bac Giang,District #04,East,Vietnam,19478
439,Bac Giang,District #04,East,Vietnam,19492
440,Bac Giang,District #04,East,Vietnam,19493
441,Bac Giang,District #04,East,Vietnam,19494
442,Bac Giang,District #03,East,Vietnam,19530
443,Bac Giang,District #03,East,Vietnam,19548
444,Bac Giang,District #03,East,Vietnam,19551
445,Bac Giang,District #03,East,Vietnam,19560
446,Bac Giang,District #03,East,Vietnam,19605
447,Bac Giang,District #03,East,Vietnam,19611
448,Bac Giang,District #04,East,Vietnam,19708
449,Bac Giang,District #04,East,Vietnam,19736
450,Bac Giang,District #05,East,Vietnam,19931
451,Bac Giang,District #04,East,Vietnam,19936
452,Bac Giang,District #04,East,Vietnam,19943
453,Bac Giang,District #04,East,Vietnam,19954
454,Bac Giang,District #05,East,Vietnam,19966
455,Bac Giang,District #07,East,Vietnam,20020
456,Bac Giang,District #07,East,Vietnam,20036
457,Bac Giang,District #07,East,Vietnam,20043
458,Bac Giang,District #07,East,Vietnam,20051
459,Bac Giang,District #07,East,Vietnam,20061
460,Bac Giang,District #07,East,Vietnam,20067
461,Bac Giang,District #07,East,Vietnam,20116
462,Bac Giang,District #07,East,Vietnam,20167
463,Bac Giang,District #07,East,Vietnam,20244
464,Bac Giang,District #05,East,Vietnam,20306
465,Bac Giang,District #07,East,Vietnam,20318
466,Bac Giang,District #07,East,Vietnam,20409
467,Bac Giang,District #07,East,Vietnam,20551
468,Bac Giang,District #07,East,Vietnam,20580
469,Bac Giang,District #07,East,Vietnam,20581
470,Bac Giang,District #07,East,Vietnam,20616
471,Bac Giang,District #07,East,Vietnam,20632
472,Bac Giang,District #07,East,Vietnam,20639
473,Bac Giang,District #07,East,Vietnam,20664
474,Bac Giang,District #07,East,Vietnam,20690
475,Bac Giang,District #07,East,Vietnam,20692
476,Bac Giang,District #05,East,Vietnam,20751
477,Bac Giang,District #05,East,Vietnam,20811
478,Bac Giang,District #05,East,Vietnam,20847
479,Bac Giang,District #05,East,Vietnam,20896
480,Bac Giang,District #05,East,Vietnam,20902
481,Bac Giang,District #05,East,Vietnam,20907
482,Bac Giang,District #05,East,Vietnam,20910
483,Bac Giang,District #05,East,Vietnam,21050
484,Bac Giang,District #05,East,Vietnam,21056
485,Bac Giang,District #05,East,Vietnam,21074
486,Bac Giang,District #05,East,Vietnam,21113
487,Bac Giang,District #05,East,Vietnam,21136
488,Bac Giang,District #05,East,Vietnam,21163
489,Bac Giang,District #05,East,Vietnam,21209
490,Bac Giang,District #05,East,Vietnam,21226
491,Bac Giang,District #05,East,Vietnam,21263
492,Bac Giang,District #05,East,Vietnam,21403
493,Bac Giang,District #04,East,Vietnam,21645
494,Bac Giang,District #05,East,Vietnam,21652
495,Bac Giang,District #05,East,Vietnam,21673
496,Bac Giang,District #05,East,Vietnam,21703
497,Bac Giang,District #05,East,Vietnam,21713
498,Bac Giang,District #05,East,Vietnam,21718
499,Bac Giang,District #05,East,Vietnam,21737
500,Bac Giang,District #05,East,Vietnam,21740
501,Bac Giang,District #05,East,Vietnam,21749
502,Bac Giang,District #05,East,Vietnam,21756
503,Bac Giang,District #05,East,Vietnam,21757
504,Bac Giang,District #05,East,Vietnam,21780
505,Bac Giang,District #05,East,Vietnam,21793
506,Bac Giang,District #05,East,Vietnam,21798
507,Bac Giang,District #05,East,Vietnam,21821
508,Bac Giang,District #05,East,Vietnam,21843
509,Bac Giang,District #04,East,Vietnam,21915
510,Bac Giang,District #07,East,Vietnam,22027
511,Bac Giang,District #07,East,Vietnam,22033
512,Bac Giang,District #07,East,Vietnam,22161
513,Bac Giang,District #07,East,Vietnam,22209
514,Bac Giang,District #07,East,Vietnam,22212
515,Bac Giang,District #07,East,Vietnam,22304
516,Bac Giang,District #07,East,Vietnam,22307
517,Bac Giang,District #07,East,Vietnam,22404
518,Bac Giang,District #07,East,Vietnam,22412
519,Bac Giang,District #07,East,Vietnam,22485
520,Bac Giang,District #07,East,Vietnam,22513
521,Bac Giang,District #07,East,Vietnam,22535
522,Bac Giang,District #07,East,Vietnam,22576
523,Bac Giang,District #07,East,Vietnam,22714
524,Bac Giang,District #07,East,Vietnam,22715
525,Bac Giang,District #07,East,Vietnam,22716
526,Bac Giang,District #07,East,Vietnam,22811
527,Bac Giang,District #07,East,Vietnam,22843
528,Bac Giang,District #07,East,Vietnam,22849
529,Bac Giang,District #07,East,Vietnam,22851
530,Bac Giang,District #07,East,Vietnam,22923
531,Bac Giang,District #07,East,Vietnam,23056
532,Bac Giang,District #07,East,Vietnam,23059
533,Bac Giang,District #07,East,Vietnam,23085
534,Bac Giang,District #07,East,Vietnam,23102
535,Bac Giang,District #07,East,Vietnam,23141
536,Bac Giang,District #07,East,Vietnam,23176
537,Bac Giang,District #07,East,Vietnam,23218
538,Bac Giang,District #07,East,Vietnam,23219
539,Bac Giang,District #07,East,Vietnam,23401
540,Bac Giang,District #07,East,Vietnam,23410
541,Bac Giang,District #07,East,Vietnam,23514
542,Bac Giang,District #07,East,Vietnam,23521
543,Bac Giang,District #07,East,Vietnam,23604
544,Bac Giang,District #07,East,Vietnam,23609
545,Bac Giang,District #07,East,Vietnam,23669
546,Bac Giang,District #07,East,Vietnam,23704
547,Bac Giang,District #07,East,Vietnam,23830
548,Bac Giang,District #07,East,Vietnam,23833
549,Bac Giang,District #07,East,Vietnam,23836
550,Bac Giang,District #08,East,Vietnam,23837
551,Bac Giang,District #07,East,Vietnam,23866
552,Bac Giang,District #08,East,Vietnam,23868
553,Bac Giang,District #08,East,Vietnam,23887
554,Bac Giang,District #07,East,Vietnam,23930
555,Bac Giang,District #07,East,Vietnam,24060
556,Bac Giang,District #07,East,Vietnam,24063
557,Bac Giang,District #15,East,Vietnam,24124
558,Bac Giang,District #07,East,Vietnam,24126
559,Bac Giang,District #07,East,Vietnam,24162
560,Bac Giang,District #19,East,Vietnam,24205
561,Bac Giang,District #19,East,Vietnam,24220
562,Bac Giang,District #19,East,Vietnam,24224
563,Bac Giang,District #19,East,Vietnam,24226
564,Bac Giang,District #19,East,Vietnam,24271
565,Bac Giang,District #15,East,Vietnam,24315
566,Bac Giang,District #08,East,Vietnam,24317
567,Bac Giang,District #08,East,Vietnam,24352
568,Bac Giang,District #15,East,Vietnam,24368
569,Bac Giang,District #07,East,Vietnam,24413
570,Bac Giang,District #07,East,Vietnam,24421
571,Bac Giang,District #07,East,Vietnam,24422
572,Bac Giang,District #07,East,Vietnam,24442
573,Bac Giang,District #07,East,Vietnam,24457
574,Bac Giang,District #07,East,Vietnam,24483
575,Bac Giang,District #07,East,Vietnam,24538
576,Bac Giang,District #07,East,Vietnam,24553
577,Bac Giang,District #07,East,Vietnam,24572
578,Bac Giang,District #07,East,Vietnam,24579
579,Bac Giang,District #15,East,Vietnam,24606
580,Bac Giang,District #19,East,Vietnam,24607
581,Bac Giang,District #15,East,Vietnam,24612
