Product_ID,Product_Name,Category,Price,Description,segment,size,color,cogs
636,SaigonFlex UC-01,Streetwear,10892.0,"SaigonFlex UC-01 - Streetwear (Màu: green, Size: S)",Everyday,S,green,9183.04
637,SaigonFlex UC-02,Streetwear,10938.36,"SaigonFlex UC-02 - Streetwear (Màu: silver, Size: M)",Everyday,M,silver,8362.37
638,SaigonFlex UC-03,Streetwear,12105.45,"SaigonFlex UC-03 - Streetwear (Màu: pink, Size: L)",Everyday,L,pink,11500.18
639,SaigonFlex UC-04,Streetwear,10586.43,"SaigonFlex UC-04 - Streetwear (Màu: yellow, Size: XL)",Everyday,XL,yellow,10057.11
640,SaigonFlex UC-05,Streetwear,9757.34,"SaigonFlex UC-05 - Streetwear (Màu: red, Size: S)",Everyday,S,red,9269.48
641,SaigonFlex UC-06,Streetwear,9957.78,"SaigonFlex UC-06 - Streetwear (Màu: black, Size: M)",Everyday,M,black,8252.01
642,SaigonFlex UC-07,Streetwear,10862.12,"SaigonFlex UC-07 - Streetwear (Màu: orange, Size: L)",Everyday,L,orange,7602.4
643,SaigonFlex UC-08,Streetwear,13917.75,"SaigonFlex UC-08 - Streetwear (Màu: blue, Size: XL)",Everyday,XL,blue,9639.43
644,SaigonFlex UC-09,Streetwear,10607.75,"SaigonFlex UC-09 - Streetwear (Màu: white, Size: S)",Everyday,S,white,8623.04
645,SaigonFlex UC-10,Streetwear,8950.1,"SaigonFlex UC-10 - Streetwear (Màu: purple, Size: M)",Everyday,M,purple,8502.59
646,SaigonFlex UC-11,Streetwear,11258.1,"SaigonFlex UC-11 - Streetwear (Màu: green, Size: L)",Everyday,L,green,8881.52
647,SaigonFlex UC-12,Streetwear,11033.91,"SaigonFlex UC-12 - Streetwear (Màu: silver, Size: XL)",Everyday,XL,silver,6038.86
648,SaigonFlex UC-13,Streetwear,10560.82,"SaigonFlex UC-13 - Streetwear (Màu: pink, Size: S)",Everyday,S,pink,10032.78
649,SaigonFlex UC-14,Streetwear,10084.34,"SaigonFlex UC-14 - Streetwear (Màu: yellow, Size: M)",Everyday,M,yellow,9580.13
650,SaigonFlex UC-15,Streetwear,6110.11,"SaigonFlex UC-15 - Streetwear (Màu: red, Size: L)",Everyday,L,red,5804.6
651,SaigonFlex UC-16,Streetwear,9885.47,"SaigonFlex UC-16 - Streetwear (Màu: black, Size: XL)",Everyday,XL,black,5627.8
652,SaigonFlex UC-17,Streetwear,9960.63,"SaigonFlex UC-17 - Streetwear (Màu: orange, Size: S)",Everyday,S,orange,9462.6
653,SaigonFlex UC-18,Streetwear,10584.53,"SaigonFlex UC-18 - Streetwear (Màu: blue, Size: M)",Everyday,M,blue,10055.31
654,SaigonFlex UC-19,Streetwear,12297.94,"SaigonFlex UC-19 - Streetwear (Màu: white, Size: L)",Everyday,L,white,11683.04
655,SaigonFlex UC-20,Streetwear,11836.94,"SaigonFlex UC-20 - Streetwear (Màu: purple, Size: XL)",Everyday,XL,purple,7837.24
656,SaigonFlex UC-21,Streetwear,10963.75,"SaigonFlex UC-21 - Streetwear (Màu: green, Size: S)",Everyday,S,green,8877.35
657,SaigonFlex UC-22,Streetwear,11020.21,"SaigonFlex UC-22 - Streetwear (Màu: silver, Size: M)",Everyday,M,silver,10469.2
658,SaigonFlex UC-23,Streetwear,11169.79,"SaigonFlex UC-23 - Streetwear (Màu: pink, Size: L)",Everyday,L,pink,8112.62
659,SaigonFlex UC-24,Streetwear,18102.51,"SaigonFlex UC-24 - Streetwear (Màu: yellow, Size: XL)",Everyday,XL,yellow,10184.47
660,SaigonFlex UC-25,Streetwear,8500.35,"SaigonFlex UC-25 - Streetwear (Màu: red, Size: S)",Everyday,S,red,5856.74
661,SaigonFlex UC-26,Streetwear,27.45,"SaigonFlex UC-26 - Streetwear (Màu: black, Size: M)",Everyday,M,black,16.65
662,SaigonFlex UC-27,Streetwear,10139.14,"SaigonFlex UC-27 - Streetwear (Màu: orange, Size: L)",Everyday,L,orange,5848.26
663,SaigonFlex UC-28,Streetwear,8397.9,"SaigonFlex UC-28 - Streetwear (Màu: blue, Size: XL)",Everyday,XL,blue,7978.0
664,SaigonFlex UC-29,Streetwear,41.14,"SaigonFlex UC-29 - Streetwear (Màu: white, Size: S)",Everyday,S,white,22.9
665,SaigonFlex UC-30,Streetwear,27.51,"SaigonFlex UC-30 - Streetwear (Màu: purple, Size: M)",Everyday,M,purple,17.27
666,SaigonFlex UC-31,Streetwear,9766.92,"SaigonFlex UC-31 - Streetwear (Màu: green, Size: L)",Everyday,L,green,7154.27
667,SaigonFlex UC-32,Streetwear,9799.4,"SaigonFlex UC-32 - Streetwear (Màu: silver, Size: XL)",Everyday,XL,silver,9309.43
668,SaigonFlex UC-33,Streetwear,16826.67,"SaigonFlex UC-33 - Streetwear (Màu: pink, Size: S)",Everyday,S,pink,12741.15
669,SaigonFlex UC-34,Streetwear,16376.85,"SaigonFlex UC-34 - Streetwear (Màu: yellow, Size: M)",Everyday,M,yellow,13867.92
670,SaigonFlex UC-35,Streetwear,10899.89,"SaigonFlex UC-35 - Streetwear (Màu: red, Size: L)",Everyday,L,red,10354.89
671,SaigonFlex UC-36,Streetwear,11194.63,"SaigonFlex UC-36 - Streetwear (Màu: black, Size: XL)",Everyday,XL,black,7866.46
672,SaigonFlex UC-37,Streetwear,11024.43,"SaigonFlex UC-37 - Streetwear (Màu: orange, Size: S)",Everyday,S,orange,10473.21
673,SaigonFlex UC-38,Streetwear,27.49,"SaigonFlex UC-38 - Streetwear (Màu: blue, Size: M)",Everyday,M,blue,16.36
674,SaigonFlex UC-39,Streetwear,8419.58,"SaigonFlex UC-39 - Streetwear (Màu: white, Size: L)",Everyday,L,white,6274.27
675,SaigonFlex UC-40,Streetwear,7873.65,"SaigonFlex UC-40 - Streetwear (Màu: purple, Size: XL)",Everyday,XL,purple,5241.49
676,SaigonFlex UC-41,Streetwear,9891.04,"SaigonFlex UC-41 - Streetwear (Màu: green, Size: S)",Everyday,S,green,9195.7
677,SaigonFlex UC-42,Streetwear,36.48,"SaigonFlex UC-42 - Streetwear (Màu: silver, Size: M)",Everyday,M,silver,21.98
678,SaigonFlex UC-43,Streetwear,15.4,"SaigonFlex UC-43 - Streetwear (Màu: pink, Size: L)",Everyday,L,pink,9.15
679,SaigonFlex UC-44,Streetwear,16.61,"SaigonFlex UC-44 - Streetwear (Màu: yellow, Size: XL)",Everyday,XL,yellow,9.8
680,SaigonFlex UC-45,Streetwear,26.45,"SaigonFlex UC-45 - Streetwear (Màu: red, Size: S)",Everyday,S,red,16.03
681,SaigonFlex UC-46,Streetwear,8907.55,"SaigonFlex UC-46 - Streetwear (Màu: black, Size: M)",Everyday,M,black,8272.45
682,SaigonFlex UC-47,Streetwear,11641.83,"SaigonFlex UC-47 - Streetwear (Màu: orange, Size: L)",Everyday,L,orange,11059.74
683,SaigonFlex UC-48,Streetwear,10477.88,"SaigonFlex UC-48 - Streetwear (Màu: blue, Size: XL)",Everyday,XL,blue,6262.63
684,SaigonFlex UC-49,Streetwear,10989.14,"SaigonFlex UC-49 - Streetwear (Màu: white, Size: S)",Everyday,S,white,10439.68
685,SaigonFlex UC-50,Streetwear,10129.73,"SaigonFlex UC-50 - Streetwear (Màu: purple, Size: M)",Everyday,M,purple,8328.66
686,SaigonFlex UC-51,Streetwear,9634.4,"SaigonFlex UC-51 - Streetwear (Màu: green, Size: L)",Everyday,L,green,5513.76
687,SaigonFlex UC-52,Streetwear,5610.65,"SaigonFlex UC-52 - Streetwear (Màu: silver, Size: XL)",Everyday,XL,silver,4180.5
688,SaigonFlex UC-53,Streetwear,6694.9,"SaigonFlex UC-53 - Streetwear (Màu: pink, Size: S)",Everyday,S,pink,5116.25
689,SaigonFlex UC-54,Streetwear,4162.63,"SaigonFlex UC-54 - Streetwear (Màu: yellow, Size: M)",Everyday,M,yellow,3842.94
690,SaigonFlex UC-55,Streetwear,4598.82,"SaigonFlex UC-55 - Streetwear (Màu: red, Size: L)",Everyday,L,red,3100.06
691,SaigonFlex UC-56,Streetwear,4663.55,"SaigonFlex UC-56 - Streetwear (Màu: black, Size: XL)",Everyday,XL,black,4430.37
692,SaigonFlex UC-57,Streetwear,3023.37,"SaigonFlex UC-57 - Streetwear (Màu: orange, Size: S)",Everyday,S,orange,1991.19
693,SaigonFlex UC-58,Streetwear,22.08,"SaigonFlex UC-58 - Streetwear (Màu: blue, Size: M)",Everyday,M,blue,12.49
189,DragonWear UC-01,Streetwear,9513.0,"DragonWear UC-01 - Streetwear (Màu: yellow, Size: M)",Everyday,M,yellow,6181.55
190,DragonWear UC-02,Streetwear,9443.7,"DragonWear UC-02 - Streetwear (Màu: red, Size: L)",Everyday,L,red,7547.41
191,DragonWear UC-03,Streetwear,9513.0,"DragonWear UC-03 - Streetwear (Màu: black, Size: XL)",Everyday,XL,black,9029.74
192,DragonWear UC-04,Streetwear,37.55,"DragonWear UC-04 - Streetwear (Màu: orange, Size: S)",Everyday,S,orange,21.34
193,DragonWear UC-05,Streetwear,9191.7,"DragonWear UC-05 - Streetwear (Màu: blue, Size: M)",Everyday,M,blue,7248.57
194,DragonWear UC-06,Streetwear,23.03,"DragonWear UC-06 - Streetwear (Màu: white, Size: L)",Everyday,L,white,14.65
195,DragonWear UC-07,Streetwear,9191.7,"DragonWear UC-07 - Streetwear (Màu: purple, Size: XL)",Everyday,XL,purple,5645.54
196,DragonWear UC-08,Streetwear,10073.7,"DragonWear UC-08 - Streetwear (Màu: green, Size: S)",Everyday,S,green,7970.31
387,LotusWear UC-01,Streetwear,11966.85,"LotusWear UC-01 - Streetwear (Màu: silver, Size: XL)",Everyday,XL,silver,11368.51
388,LotusWear UC-02,Streetwear,12720.34,"LotusWear UC-02 - Streetwear (Màu: pink, Size: S)",Everyday,S,pink,12084.33
389,LotusWear UC-03,Streetwear,11063.06,"LotusWear UC-03 - Streetwear (Màu: yellow, Size: M)",Everyday,M,yellow,10102.78
390,LotusWear UC-04,Streetwear,16691.85,"LotusWear UC-04 - Streetwear (Màu: red, Size: L)",Everyday,L,red,12462.14
391,LotusWear UC-05,Streetwear,12281.85,"LotusWear UC-05 - Streetwear (Màu: black, Size: XL)",Everyday,XL,black,7574.22
938,HanoiStreet UC-01,Streetwear,18.82,"HanoiStreet UC-01 - Streetwear (Màu: pink, Size: L)",Everyday,L,pink,12.13
939,HanoiStreet UC-02,Streetwear,4494.11,"HanoiStreet UC-02 - Streetwear (Màu: yellow, Size: XL)",Everyday,XL,yellow,4269.4
940,HanoiStreet UC-03,Streetwear,8270.44,"HanoiStreet UC-03 - Streetwear (Màu: red, Size: S)",Everyday,S,red,7856.92
941,HanoiStreet UC-04,Streetwear,11339.37,"HanoiStreet UC-04 - Streetwear (Màu: black, Size: M)",Everyday,M,black,9661.14
942,HanoiStreet UC-05,Streetwear,7413.81,"HanoiStreet UC-05 - Streetwear (Màu: orange, Size: L)",Everyday,L,orange,6891.88
943,HanoiStreet UC-06,Streetwear,8063.37,"HanoiStreet UC-06 - Streetwear (Màu: blue, Size: XL)",Everyday,XL,blue,7660.2
944,HanoiStreet UC-07,Streetwear,8971.2,"HanoiStreet UC-07 - Streetwear (Màu: white, Size: S)",Everyday,S,white,4491.88
945,HanoiStreet UC-08,Streetwear,8241.39,"HanoiStreet UC-08 - Streetwear (Màu: purple, Size: M)",Everyday,M,purple,7829.32
946,HanoiStreet UC-09,Streetwear,8360.99,"HanoiStreet UC-09 - Streetwear (Màu: green, Size: L)",Everyday,L,green,4980.64
947,HanoiStreet UC-10,Streetwear,8472.12,"HanoiStreet UC-10 - Streetwear (Màu: silver, Size: XL)",Everyday,XL,silver,7214.86
948,HanoiStreet UC-11,Streetwear,9063.35,"HanoiStreet UC-11 - Streetwear (Màu: pink, Size: S)",Everyday,S,pink,5344.66
949,HanoiStreet UC-12,Streetwear,15434.37,"HanoiStreet UC-12 - Streetwear (Màu: yellow, Size: M)",Everyday,M,yellow,14662.65
950,HanoiStreet UC-13,Streetwear,17009.37,"HanoiStreet UC-13 - Streetwear (Màu: red, Size: L)",Everyday,L,red,10601.94
951,HanoiStreet UC-14,Streetwear,59.52,"HanoiStreet UC-14 - Streetwear (Màu: black, Size: XL)",Everyday,XL,black,34.96
952,HanoiStreet UC-15,Streetwear,3321.45,"HanoiStreet UC-15 - Streetwear (Màu: orange, Size: S)",Everyday,S,orange,3155.37
953,HanoiStreet UC-16,Streetwear,30.26,"HanoiStreet UC-16 - Streetwear (Màu: blue, Size: M)",Everyday,M,blue,17.46
954,HanoiStreet UC-17,Streetwear,8325.94,"HanoiStreet UC-17 - Streetwear (Màu: white, Size: L)",Everyday,L,white,7430.9
955,HanoiStreet UC-18,Streetwear,9605.66,"HanoiStreet UC-18 - Streetwear (Màu: purple, Size: XL)",Everyday,XL,purple,6085.19
956,HanoiStreet UC-19,Streetwear,9913.23,"HanoiStreet UC-19 - Streetwear (Màu: green, Size: S)",Everyday,S,green,9417.57
957,HanoiStreet UC-20,Streetwear,9761.42,"HanoiStreet UC-20 - Streetwear (Màu: silver, Size: M)",Everyday,M,silver,6531.36
958,HanoiStreet UC-21,Streetwear,8992.78,"HanoiStreet UC-21 - Streetwear (Màu: pink, Size: L)",Everyday,L,pink,5238.3
