order_id,product_id,quantity,unit_price,discount_amount,promo_id,promo_id_2,total_price,final_price,total_amount,final_amount
108,635,7,10143.99,0.0,No Promotion,No Promotion,71007.93,71007.93,71007.93,71007.93
110,400,8,10199.36,0.0,No Promotion,No Promotion,81594.88,81594.88,81594.88,81594.88
116,604,8,6140.03,0.0,No Promotion,No Promotion,49120.24,49120.24,49120.24,49120.24
117,475,7,12301.56,0.0,No Promotion,No Promotion,86110.92,86110.92,86110.92,86110.92
118,580,5,10020.97,0.0,No Promotion,No Promotion,50104.85,50104.85,50104.85,50104.85
120,499,3,11527.67,0.0,No Promotion,No Promotion,34583.01,34583.01,34583.01,34583.01
121,604,5,6340.91,0.0,No Promotion,No Promotion,31704.55,31704.55,31704.55,31704.55
122,604,2,6233.16,0.0,No Promotion,No Promotion,12466.32,12466.32,12466.32,12466.32
124,1041,1,11891.69,0.0,No Promotion,No Promotion,11891.69,11891.69,11891.69,11891.69
125,1139,3,7646.94,0.0,No Promotion,No Promotion,22940.82,22940.82,22940.82,22940.82
125,1215,7,4079.73,0.0,No Promotion,No Promotion,28558.11,28558.11,28558.11,28558.11
126,445,8,10844.76,0.0,No Promotion,No Promotion,86758.08,86758.08,86758.08,86758.08
128,1173,7,6034.61,0.0,No Promotion,No Promotion,42242.27,42242.27,42242.27,42242.27
130,596,1,9639.22,0.0,No Promotion,No Promotion,9639.22,9639.22,9639.22,9639.22
132,103,3,10169.15,0.0,No Promotion,No Promotion,30507.45,30507.45,30507.449999999997,30507.449999999997
133,499,6,10637.7,0.0,No Promotion,No Promotion,63826.2,63826.2,63826.200000000004,63826.200000000004
135,1668,1,5282.86,0.0,No Promotion,No Promotion,5282.86,5282.86,5282.86,5282.86
136,2054,7,7066.78,0.0,No Promotion,No Promotion,49467.46,49467.46,49467.46,49467.46
137,2400,5,1117.1,0.0,No Promotion,No Promotion,5585.5,5585.5,5585.5,5585.5
138,1116,1,3162.53,0.0,No Promotion,No Promotion,3162.53,3162.53,3162.53,3162.53
140,467,3,11300.0,0.0,No Promotion,No Promotion,33900.0,33900.0,33900.0,33900.0
141,606,3,4084.33,0.0,No Promotion,No Promotion,12252.99,12252.99,12252.99,12252.99
144,396,7,11211.85,0.0,No Promotion,No Promotion,78482.95,78482.95,78482.95,78482.95
145,574,7,11282.44,0.0,No Promotion,No Promotion,78977.08,78977.08,78977.08,78977.08
146,2064,8,6470.64,0.0,No Promotion,No Promotion,51765.12,51765.12,51765.12,51765.12
147,1156,8,4111.93,0.0,No Promotion,No Promotion,32895.44,32895.44,32895.44,32895.44
149,635,8,10932.53,0.0,No Promotion,No Promotion,87460.24,87460.24,87460.24,87460.24
152,1061,1,1777.33,0.0,No Promotion,No Promotion,1777.33,1777.33,1777.33,1777.33
153,1062,7,1782.35,0.0,No Promotion,No Promotion,12476.45,12476.45,12476.449999999999,12476.449999999999
154,1120,6,2232.81,0.0,No Promotion,No Promotion,13396.86,13396.86,13396.86,13396.86
156,559,8,7562.17,0.0,No Promotion,No Promotion,60497.36,60497.36,60497.36,60497.36
157,647,4,11048.86,0.0,No Promotion,No Promotion,44195.44,44195.44,44195.44,44195.44
158,2353,8,5178.9,0.0,No Promotion,No Promotion,41431.2,41431.2,41431.2,41431.2
159,565,8,10432.67,0.0,No Promotion,No Promotion,83461.36,83461.36,83461.36,83461.36
160,396,6,10785.91,0.0,No Promotion,No Promotion,64715.46,64715.46,64715.46,64715.46
163,1974,2,696.48,0.0,No Promotion,No Promotion,1392.96,1392.96,1392.96,1392.96
163,1975,2,687.27,0.0,No Promotion,No Promotion,1374.54,1374.54,1374.54,1374.54
164,1148,2,3848.4,0.0,No Promotion,No Promotion,7696.8,7696.8,7696.8,7696.8
165,103,3,10480.17,0.0,No Promotion,No Promotion,31440.51,31440.51,31440.510000000002,31440.510000000002
168,1501,5,4360.63,0.0,No Promotion,No Promotion,21803.15,21803.15,21803.15,21803.15
169,1502,5,4316.81,0.0,No Promotion,No Promotion,21584.050000000003,21584.050000000003,21584.050000000003,21584.050000000003
170,2045,8,5598.4,0.0,No Promotion,No Promotion,44787.2,44787.2,44787.2,44787.2
171,103,4,10366.67,0.0,No Promotion,No Promotion,41466.68,41466.68,41466.68,41466.68
172,609,3,10263.17,0.0,No Promotion,No Promotion,30789.51,30789.51,30789.510000000002,30789.510000000002
173,2280,1,1920.52,0.0,No Promotion,No Promotion,1920.52,1920.52,1920.52,1920.52
175,1298,1,4575.84,0.0,No Promotion,No Promotion,4575.84,4575.84,4575.84,4575.84
176,671,6,11288.89,0.0,No Promotion,No Promotion,67733.34,67733.34,67733.34,67733.34
177,1188,5,5796.95,0.0,No Promotion,No Promotion,28984.75,28984.75,28984.75,28984.75
177,1895,6,8960.74,0.0,No Promotion,No Promotion,53764.44,53764.44,53764.44,53764.44
178,2384,8,7810.66,0.0,No Promotion,No Promotion,62485.28,62485.28,62485.28,62485.28
179,103,3,10128.13,0.0,No Promotion,No Promotion,30384.39,30384.39,30384.39,30384.39
180,1317,7,3887.33,0.0,No Promotion,No Promotion,27211.31,27211.31,27211.309999999998,27211.309999999998
182,1360,8,4836.32,0.0,No Promotion,No Promotion,38690.56,38690.56,38690.56,38690.56
183,1359,2,4510.45,0.0,No Promotion,No Promotion,9020.9,9020.9,9020.9,9020.9
184,467,5,10899.95,0.0,No Promotion,No Promotion,54499.75,54499.75,54499.75,54499.75
185,1139,8,8252.45,0.0,No Promotion,No Promotion,66019.6,66019.6,66019.6,66019.6
186,604,3,6165.14,0.0,No Promotion,No Promotion,18495.42,18495.42,18495.420000000002,18495.420000000002
187,93,5,12779.13,0.0,No Promotion,No Promotion,63895.65,63895.65,63895.649999999994,63895.649999999994
188,1916,8,3514.97,0.0,No Promotion,No Promotion,28119.76,28119.76,28119.76,28119.76
189,691,6,4759.02,0.0,No Promotion,No Promotion,28554.120000000003,28554.120000000003,28554.120000000003,28554.120000000003
190,396,2,10476.86,0.0,No Promotion,No Promotion,20953.72,20953.72,20953.72,20953.72
191,4,2,9593.13,0.0,No Promotion,No Promotion,19186.26,19186.26,19186.26,19186.26
192,1086,7,1124.58,0.0,No Promotion,No Promotion,7872.059999999999,7872.059999999999,7872.0599999999995,7872.0599999999995
193,1085,1,1172.76,0.0,No Promotion,No Promotion,1172.76,1172.76,1172.76,1172.76
194,1106,4,3147.48,0.0,No Promotion,No Promotion,12589.92,12589.92,12589.92,12589.92
196,396,2,11171.09,0.0,No Promotion,No Promotion,22342.18,22342.18,22342.18,22342.18
197,2053,1,4007.5,0.0,No Promotion,No Promotion,4007.5,4007.5,4007.5,4007.5
198,103,2,11031.04,0.0,No Promotion,No Promotion,22062.08,22062.08,22062.08,22062.08
199,103,7,10198.58,0.0,No Promotion,No Promotion,71390.06,71390.06,71390.06,71390.06
202,2223,4,2706.73,0.0,No Promotion,No Promotion,10826.92,10826.92,10826.92,10826.92
204,1966,4,2935.35,0.0,No Promotion,No Promotion,11741.4,11741.4,11741.4,11741.4
205,103,2,10298.11,0.0,No Promotion,No Promotion,20596.22,20596.22,20596.22,20596.22
206,31,7,8909.19,0.0,No Promotion,No Promotion,62364.33,62364.33,62364.33,62364.33
208,606,4,3944.85,0.0,No Promotion,No Promotion,15779.4,15779.4,15779.4,15779.4
209,93,3,12340.87,0.0,No Promotion,No Promotion,37022.61,37022.61,37022.61,37022.61
210,1891,7,8474.79,0.0,No Promotion,No Promotion,59323.530000000006,59323.530000000006,59323.530000000006,59323.530000000006
211,1228,5,1664.38,0.0,No Promotion,No Promotion,8321.900000000001,8321.900000000001,8321.900000000001,8321.900000000001
212,559,2,7602.98,0.0,No Promotion,No Promotion,15205.96,15205.96,15205.96,15205.96
213,2005,8,3558.42,0.0,No Promotion,No Promotion,28467.36,28467.36,28467.36,28467.36
214,2359,3,5378.93,0.0,No Promotion,No Promotion,16136.79,16136.79,16136.79,16136.79
215,1859,4,1889.02,0.0,No Promotion,No Promotion,7556.08,7556.08,7556.08,7556.08
217,609,6,10625.38,0.0,No Promotion,No Promotion,63752.28,63752.28,63752.28,63752.28
218,635,2,10758.72,0.0,No Promotion,No Promotion,21517.44,21517.44,21517.44,21517.44
219,671,7,11645.24,0.0,No Promotion,No Promotion,81516.68,81516.68,81516.68,81516.68
220,681,7,8797.68,0.0,No Promotion,No Promotion,61583.76,61583.76,61583.76,61583.76
223,635,7,10489.71,0.0,No Promotion,No Promotion,73427.97,73427.97,73427.97,73427.97
224,609,4,10478.06,0.0,No Promotion,No Promotion,41912.24,41912.24,41912.24,41912.24
225,681,2,8739.17,0.0,No Promotion,No Promotion,17478.34,17478.34,17478.34,17478.34
226,604,5,6040.18,0.0,No Promotion,No Promotion,30200.9,30200.9,30200.9,30200.9
227,1182,7,2199.08,0.0,No Promotion,No Promotion,15393.56,15393.56,15393.56,15393.56
228,396,6,11176.68,0.0,No Promotion,No Promotion,67060.08,67060.08,67060.08,67060.08
229,604,2,6123.97,0.0,No Promotion,No Promotion,12247.94,12247.94,12247.94,12247.94
230,618,7,14462.92,0.0,No Promotion,No Promotion,101240.44,101240.44,101240.44,101240.44
231,596,2,9590.33,0.0,No Promotion,No Promotion,19180.66,19180.66,19180.66,19180.66
232,604,8,6029.1,0.0,No Promotion,No Promotion,48232.8,48232.8,48232.8,48232.8
233,609,7,10421.74,0.0,No Promotion,No Promotion,72952.18,72952.18,72952.18,72952.18
234,676,2,9727.65,0.0,No Promotion,No Promotion,19455.3,19455.3,19455.3,19455.3
236,1920,2,3417.69,0.0,No Promotion,No Promotion,6835.38,6835.38,6835.38,6835.38
237,1186,6,4516.77,0.0,No Promotion,No Promotion,27100.620000000003,27100.620000000003,27100.620000000003,27100.620000000003
238,1451,8,4482.6,0.0,No Promotion,No Promotion,35860.8,35860.8,35860.8,35860.8
239,631,5,4607.61,0.0,No Promotion,No Promotion,23038.05,23038.05,23038.05,23038.05
239,1452,7,4461.57,0.0,No Promotion,No Promotion,31230.99,31230.99,31230.989999999998,31230.989999999998
241,2252,5,1542.13,0.0,No Promotion,No Promotion,7710.650000000001,7710.650000000001,7710.650000000001,7710.650000000001
241,2253,5,1627.63,0.0,No Promotion,No Promotion,8138.150000000001,8138.150000000001,8138.150000000001,8138.150000000001
242,1228,2,1638.99,0.0,No Promotion,No Promotion,3277.98,3277.98,3277.98,3277.98
244,2252,7,1606.12,0.0,No Promotion,No Promotion,11242.84,11242.84,11242.84,11242.84
244,2253,3,1641.09,0.0,No Promotion,No Promotion,4923.27,4923.27,4923.2699999999995,4923.2699999999995
245,609,5,10304.67,0.0,No Promotion,No Promotion,51523.35,51523.35,51523.35,51523.35
246,467,3,11145.5,0.0,No Promotion,No Promotion,33436.5,33436.5,33436.5,33436.5
249,1818,3,2499.83,0.0,No Promotion,No Promotion,7499.49,7499.49,7499.49,7499.49
250,1847,5,1491.87,0.0,No Promotion,No Promotion,7459.349999999999,7459.349999999999,7459.349999999999,7459.349999999999
251,573,6,3673.18,0.0,No Promotion,No Promotion,22039.08,22039.08,22039.079999999998,22039.079999999998
254,681,6,8939.87,0.0,No Promotion,No Promotion,53639.22,53639.22,53639.22,53639.22
257,2252,6,1617.87,0.0,No Promotion,No Promotion,9707.22,9707.22,9707.22,9707.22
257,2253,2,1574.12,0.0,No Promotion,No Promotion,3148.24,3148.24,3148.24,3148.24
259,671,4,11380.01,0.0,No Promotion,No Promotion,45520.04,45520.04,45520.04,45520.04
260,596,5,9546.54,0.0,No Promotion,No Promotion,47732.7,47732.7,47732.700000000004,47732.700000000004
261,467,4,11258.05,0.0,No Promotion,No Promotion,45032.2,45032.2,45032.2,45032.2
262,604,2,6017.75,0.0,No Promotion,No Promotion,12035.5,12035.5,12035.5,12035.5
263,1215,2,4159.57,0.0,No Promotion,No Promotion,8319.14,8319.14,8319.14,8319.14
264,443,1,11027.85,0.0,No Promotion,No Promotion,11027.85,11027.85,11027.85,11027.85
265,681,6,9024.16,0.0,No Promotion,No Promotion,54144.96,54144.96,54144.96,54144.96
266,596,3,9525.35,0.0,No Promotion,No Promotion,28576.050000000003,28576.050000000003,28576.050000000003,28576.050000000003
268,609,1,10404.92,0.0,No Promotion,No Promotion,10404.92,10404.92,10404.92,10404.92
269,1818,4,2446.93,0.0,No Promotion,No Promotion,9787.72,9787.72,9787.72,9787.72
271,400,6,10002.47,0.0,No Promotion,No Promotion,60014.81999999999,60014.81999999999,60014.81999999999,60014.81999999999
273,93,6,12495.91,0.0,No Promotion,No Promotion,74975.45999999999,74975.45999999999,74975.45999999999,74975.45999999999
274,676,7,9818.91,0.0,No Promotion,No Promotion,68732.37,68732.37,68732.37,68732.37
275,609,2,10461.99,0.0,No Promotion,No Promotion,20923.98,20923.98,20923.98,20923.98
278,488,5,13167.12,0.0,No Promotion,No Promotion,65835.6,65835.6,65835.6,65835.6
280,671,3,11225.11,0.0,No Promotion,No Promotion,33675.33,33675.33,33675.33,33675.33
281,1202,5,7232.31,0.0,No Promotion,No Promotion,36161.55,36161.55,36161.55,36161.55
282,2045,6,5569.48,0.0,No Promotion,No Promotion,33416.88,33416.88,33416.88,33416.88
284,1227,7,3663.8,0.0,No Promotion,No Promotion,25646.6,25646.6,25646.600000000002,25646.600000000002
285,647,7,11252.63,0.0,No Promotion,No Promotion,78768.40999999999,78768.40999999999,78768.40999999999,78768.40999999999
286,2083,3,3991.78,0.0,No Promotion,No Promotion,11975.34,11975.34,11975.34,11975.34
287,1040,1,13125.52,0.0,No Promotion,No Promotion,13125.52,13125.52,13125.52,13125.52
290,2174,3,5039.78,0.0,No Promotion,No Promotion,15119.34,15119.34,15119.34,15119.34
291,499,7,11103.65,0.0,No Promotion,No Promotion,77725.55,77725.55,77725.55,77725.55
292,1489,2,3317.74,0.0,No Promotion,No Promotion,6635.48,6635.48,6635.48,6635.48
292,1490,2,3243.46,0.0,No Promotion,No Promotion,6486.92,6486.92,6486.92,6486.92
293,618,8,14350.27,0.0,No Promotion,No Promotion,114802.16,114802.16,114802.16,114802.16
295,565,4,10716.52,0.0,No Promotion,No Promotion,42866.08,42866.08,42866.08,42866.08
296,559,8,7735.17,0.0,No Promotion,No Promotion,61881.36,61881.36,61881.36,61881.36
297,1188,1,5608.92,0.0,No Promotion,No Promotion,5608.92,5608.92,5608.92,5608.92
298,645,8,8778.32,0.0,No Promotion,No Promotion,70226.56,70226.56,70226.56,70226.56
299,396,6,10642.52,0.0,No Promotion,No Promotion,63855.12,63855.12,63855.12,63855.12
300,1182,7,2154.75,0.0,No Promotion,No Promotion,15083.25,15083.25,15083.25,15083.25
301,2359,2,5237.79,0.0,No Promotion,No Promotion,10475.58,10475.58,10475.58,10475.58
302,467,1,10972.21,0.0,No Promotion,No Promotion,10972.21,10972.21,10972.21,10972.21
303,2250,2,1526.72,0.0,No Promotion,No Promotion,3053.44,3053.44,3053.44,3053.44
305,2250,2,1511.03,0.0,No Promotion,No Promotion,3022.06,3022.06,3022.06,3022.06
305,2251,1,1527.71,0.0,No Promotion,No Promotion,1527.71,1527.71,1527.71,1527.71
306,2359,2,5331.33,0.0,No Promotion,No Promotion,10662.66,10662.66,10662.66,10662.66
307,2388,8,3643.36,0.0,No Promotion,No Promotion,29146.88,29146.88,29146.88,29146.88
308,676,7,9967.9,0.0,No Promotion,No Promotion,69775.3,69775.3,69775.3,69775.3
309,484,5,15520.41,0.0,No Promotion,No Promotion,77602.05,77602.05,77602.05,77602.05
310,475,5,12598.21,0.0,No Promotion,No Promotion,62991.05,62991.05,62991.049999999996,62991.049999999996
311,433,4,11436.6,0.0,No Promotion,No Promotion,45746.4,45746.4,45746.4,45746.4
312,691,5,4653.0,0.0,No Promotion,No Promotion,23265.0,23265.0,23265.0,23265.0
315,573,7,3678.14,0.0,No Promotion,No Promotion,25746.98,25746.98,25746.98,25746.98
316,676,6,10065.28,0.0,No Promotion,No Promotion,60391.68000000001,60391.68000000001,60391.68000000001,60391.68000000001
317,671,6,10981.58,0.0,No Promotion,No Promotion,65889.48,65889.48,65889.48,65889.48
318,1215,8,4209.39,0.0,No Promotion,No Promotion,33675.12,33675.12,33675.12,33675.12
322,635,5,10716.69,0.0,No Promotion,No Promotion,53583.45,53583.45,53583.450000000004,53583.450000000004
323,676,2,9815.63,0.0,No Promotion,No Promotion,19631.26,19631.26,19631.26,19631.26
324,445,3,10833.03,0.0,No Promotion,No Promotion,32499.090000000004,32499.090000000004,32499.090000000004,32499.090000000004
326,467,2,11343.75,0.0,No Promotion,No Promotion,22687.5,22687.5,22687.5,22687.5
328,573,4,3869.99,0.0,No Promotion,No Promotion,15479.96,15479.96,15479.96,15479.96
330,2070,6,6197.24,0.0,No Promotion,No Promotion,37183.44,37183.44,37183.44,37183.44
331,604,8,6218.3,0.0,No Promotion,No Promotion,49746.4,49746.4,49746.4,49746.4
333,488,2,12957.34,0.0,No Promotion,No Promotion,25914.68,25914.68,25914.68,25914.68
335,2380,2,3768.57,0.0,No Promotion,No Promotion,7537.14,7537.14,7537.14,7537.14
336,396,6,11184.22,0.0,No Promotion,No Promotion,67105.31999999999,67105.31999999999,67105.31999999999,67105.31999999999
337,635,4,10762.32,0.0,No Promotion,No Promotion,43049.28,43049.28,43049.28,43049.28
338,671,5,11322.68,0.0,No Promotion,No Promotion,56613.4,56613.4,56613.4,56613.4
339,1870,7,10023.8,0.0,No Promotion,No Promotion,70166.59999999999,70166.59999999999,70166.59999999999,70166.59999999999
340,1062,2,1760.9,0.0,No Promotion,No Promotion,3521.8,3521.8,3521.8,3521.8
341,1061,1,1809.62,0.0,No Promotion,No Promotion,1809.62,1809.62,1809.62,1809.62
342,671,2,11461.15,0.0,No Promotion,No Promotion,22922.3,22922.3,22922.3,22922.3
344,635,2,11169.66,0.0,No Promotion,No Promotion,22339.32,22339.32,22339.32,22339.32
346,499,5,11072.97,0.0,No Promotion,No Promotion,55364.85,55364.85,55364.85,55364.85
347,475,1,13037.3,0.0,No Promotion,No Promotion,13037.3,13037.3,13037.3,13037.3
348,676,2,9843.93,0.0,No Promotion,No Promotion,19687.86,19687.86,19687.86,19687.86
351,671,2,11210.55,0.0,No Promotion,No Promotion,22421.1,22421.1,22421.1,22421.1
352,2046,1,5349.33,0.0,No Promotion,No Promotion,5349.33,5349.33,5349.33,5349.33
353,609,1,10302.24,0.0,No Promotion,No Promotion,10302.24,10302.24,10302.24,10302.24
357,248,8,6735.72,0.0,No Promotion,No Promotion,53885.76,53885.76,53885.76,53885.76
358,573,5,3686.72,0.0,No Promotion,No Promotion,18433.6,18433.6,18433.6,18433.6
359,606,6,4100.23,0.0,No Promotion,No Promotion,24601.38,24601.38,24601.379999999997,24601.379999999997
362,631,7,4776.71,0.0,No Promotion,No Promotion,33436.97,33436.97,33436.97,33436.97
365,1934,1,1641.85,0.0,No Promotion,No Promotion,1641.85,1641.85,1641.85,1641.85
